NDat,Taxon,Family,Order,Character,Reference,CharacterState,Value,Min,Max,Notes,NUsrcrDat,DcrDat,NUsrupDat,DupDat
143304,Barbeya oleoides,Barbeyaceae,Rosales,312. Anther attachment (D1),Watson & Dallwitz 2013 (website),312. Anther attachment (D1): (0) basifixed,,,,,Elisabeth Reyes,25-Feb-14,,
128635,Barbeya oleoides,Barbeyaceae,Rosales,313. Anther dehiscence (D1),Dickison & Sweitzer 1970 (AmJBot),313. Anther dehiscence (D1): (0) longitudinal slit,,,,,Emily Bailes,11-Sep-13,,
128637,Barbeya oleoides,Barbeyaceae,Rosales,401. Number of structural carpels (C1),Dickison & Sweitzer 1970 (AmJBot),,,1,3,,Emily Bailes,11-Sep-13,,
143306,Barbeya oleoides,Barbeyaceae,Rosales,411. Number of ovules per functional carpel (C1),Watson & Dallwitz 2013 (website),,1,,,,Elisabeth Reyes,25-Feb-14,,
153658,Barleria prionitis,Acanthaceae,Lamiales,100. Sex (D1),Flora of China 2014 (website),100. Sex (D1): (0) bisexual (structurally and functionally),,,,,Elisabeth Reyes,23-Jun-14,,
153660,Barleria prionitis,Acanthaceae,Lamiales,102. Ovary position (D1),Flora of China 2014 (website),102. Ovary position (D1): (0) superior,,,,,Elisabeth Reyes,23-Jun-14,,
153657,Barleria prionitis,Acanthaceae,Lamiales,201. Number of perianth parts (C1),Flora of China 2014 (website),,9,,,,Elisabeth Reyes,23-Jun-14,,
153650,Barleria prionitis,Acanthaceae,Lamiales,204. Fusion of perianth (C1),Flora of China 2014 (website),,,0.25,0.66,corolla,Elisabeth Reyes,23-Jun-14,Elisabeth Reyes,23-Jun-14
153659,Barleria prionitis,Acanthaceae,Lamiales,207. Symmetry of perianth (D1),Flora of China 2014 (website),207. Symmetry of perianth (D1): (2) zygomorphic,,,,,Elisabeth Reyes,23-Jun-14,Elisabeth Reyes,23-Jun-14
153652,Barleria prionitis,Acanthaceae,Lamiales,230. Perianth phyllotaxy (D1),Flora of China 2014 (website),230. Perianth phyllotaxy (D1): (0) whorled,,,,,Elisabeth Reyes,23-Jun-14,,
153653,Barleria prionitis,Acanthaceae,Lamiales,231. Number of perianth whorls (C1),Flora of China 2014 (website),,2,,,"Hervé: Elisabeth wrote ""2 for calyx 1 for corolla"" but in fact there appears to be a single synsepalous calyx of 4 sepals (the reference to ""outer 2 lobes"" and ""inner 2 lobes"" in the description is confusing in that respect)",Elisabeth Reyes,23-Jun-14,Hervé Sauquet,05-Jul-14
153654,Barleria prionitis,Acanthaceae,Lamiales,232. Perianth merism (C1),Flora of China 2014 (website),,4,,,calyx,Elisabeth Reyes,23-Jun-14,Hervé Sauquet,05-Jul-14
153655,Barleria prionitis,Acanthaceae,Lamiales,232. Perianth merism (C1),Flora of China 2014 (website),,5,,,corolla,Elisabeth Reyes,23-Jun-14,,
153656,Barleria prionitis,Acanthaceae,Lamiales,234. Perianth differentiation (D1),Flora of China 2014 (website),234. Perianth differentiation (D1): (4) marked differentiation,,,,,Elisabeth Reyes,23-Jun-14,,
180703,Barnadesia caryophylla,Asteraceae,Asterales,100. Sex (D1),Urtubey 1999 (AMBG),100. Sex (D1): (0) bisexual (structurally and functionally),,,,ray and disk flowers bisexual,Maria von Balthazar,02-Jun-15,,
125198,Barnadesia caryophylla,Asteraceae,Asterales,102. Ovary position (D1),Lundberg & Bremer 2003 (IJPS),102. Ovary position (D1): (1) inferior,,,,,Kristel Schoonderwoerd,08-Jul-13,,
180704,Barnadesia caryophylla,Asteraceae,Asterales,102. Ovary position (D1),Curtis 1846 (CurtisBotMag),102. Ovary position (D1): (1) inferior,,,,,Maria von Balthazar,02-Jun-15,,
127417,Barnadesia caryophylla,Asteraceae,Asterales,201. Number of perianth parts (C1),Lundberg & Bremer 2003 (IJPS),,5,,,,Kristel Schoonderwoerd,09-Jul-13,,
180706,Barnadesia caryophylla,Asteraceae,Asterales,204. Fusion of perianth (C1),Urtubey 1999 (AMBG),,,0.3,0.85,corolla,Maria von Balthazar,02-Jun-15,Maria von Balthazar,02-Jun-15
180707,Barnadesia caryophylla,Asteraceae,Asterales,204. Fusion of perianth (C1),Curtis 1846 (CurtisBotMag),,0,,,calyx,Maria von Balthazar,02-Jun-15,,
180822,Barnadesia caryophylla,Asteraceae,Asterales,207. Symmetry of perianth (D1),Curtis 1846 (CurtisBotMag),207. Symmetry of perianth (D1): (2) zygomorphic,,,,,Maria von Balthazar,03-Jun-15,Maria von Balthazar,28-Jun-16
200233,Barnadesia caryophylla,Asteraceae,Asterales,207. Symmetry of perianth (D1),Urtubey 1999 (AMBG),207. Symmetry of perianth (D1): (2) zygomorphic,,,,corolla of ray and disk flowers monosymmetric,Maria von Balthazar,28-Jun-16,Maria von Balthazar,28-Jun-16
179379,Barnadesia caryophylla,Asteraceae,Asterales,230. Perianth phyllotaxy (D1),Anderberg et al 2006 (Kubitzki),230. Perianth phyllotaxy (D1): (0) whorled,,,,,Elisabeth Reyes,17-Mar-15,,
127422,Barnadesia caryophylla,Asteraceae,Asterales,231. Number of perianth whorls (C1),Urtubey 1999 (AMBG),,2,,,outer whorl pappus,Kristel Schoonderwoerd,09-Jul-13,Maria von Balthazar,02-Jun-15
127421,Barnadesia caryophylla,Asteraceae,Asterales,232. Perianth merism (C1),Lundberg & Bremer 2003 (IJPS),,5,,,corolla,Kristel Schoonderwoerd,09-Jul-13,Maria von Balthazar,02-Jun-15
180705,Barnadesia caryophylla,Asteraceae,Asterales,234. Perianth differentiation (D1),Urtubey 1999 (AMBG),234. Perianth differentiation (D1): (4) marked differentiation,,,,,Maria von Balthazar,02-Jun-15,,
126010,Barnadesia caryophylla,Asteraceae,Asterales,301. Number of fertile stamens (C1),Lundberg & Bremer 2003 (IJPS),,5,,,,Kristel Schoonderwoerd,09-Jul-13,,
180713,Barnadesia caryophylla,Asteraceae,Asterales,305. Filament (D1),Lindley 1843 (BotReg),305. Filament (D1): (2) long and narrow,,,,,Maria von Balthazar,02-Jun-15,Maria von Balthazar,02-Jun-15
126506,Barnadesia caryophylla,Asteraceae,Asterales,311. Anther orientation (D1),Lundberg & Bremer 2003 (IJPS),311. Anther orientation (D1): (0) introrse,,,,,Kristel Schoonderwoerd,09-Jul-13,,
126352,Barnadesia caryophylla,Asteraceae,Asterales,312. Anther attachment (D1),Lundberg & Bremer 2003 (IJPS),312. Anther attachment (D1): (0) basifixed,,,,,Kristel Schoonderwoerd,09-Jul-13,,
180708,Barnadesia caryophylla,Asteraceae,Asterales,330. Androecium structural phyllotaxy (D1),Curtis 1846 (CurtisBotMag),330. Androecium structural phyllotaxy (D1): (0) whorled,,,,,Maria von Balthazar,02-Jun-15,,
180709,Barnadesia caryophylla,Asteraceae,Asterales,331. Number of androecium structural whorls (C1),Curtis 1846 (CurtisBotMag),,1,,,,Maria von Balthazar,02-Jun-15,,
125927,Barnadesia caryophylla,Asteraceae,Asterales,332. Androecium structural merism (C1),Lundberg & Bremer 2003 (IJPS),,5,,,,Kristel Schoonderwoerd,09-Jul-13,,
126773,Barnadesia caryophylla,Asteraceae,Asterales,401. Number of structural carpels (C1),Lundberg & Bremer 2003 (IJPS),,2,,,,Kristel Schoonderwoerd,09-Jul-13,,
127306,Barnadesia caryophylla,Asteraceae,Asterales,411. Number of ovules per functional carpel (C1),Lundberg & Bremer 2003 (IJPS),,1,,,only one functional carpel,Kristel Schoonderwoerd,09-Jul-13,Maria von Balthazar,02-Jun-15
120845,Barringtonia asiatica,Lecythidaceae,Ericales,100. Sex (D1),Flora of China 2013 (website),100. Sex (D1): (0) bisexual (structurally and functionally),,,,,Stefan Löfstrand,04-Jul-13,,
120893,Barringtonia asiatica,Lecythidaceae,Ericales,102. Ovary position (D1),Flora of China 2013 (website),102. Ovary position (D1): (1) inferior,,,,,Stefan Löfstrand,04-Jul-13,,
120917,Barringtonia asiatica,Lecythidaceae,Ericales,201. Number of perianth parts (C1),Flora of China 2013 (website),,8,,,,Stefan Löfstrand,04-Jul-13,,
120920,Barringtonia asiatica,Lecythidaceae,Ericales,204. Fusion of perianth (C1),Flora of China 2013 (website),,1,,,calyx,Stefan Löfstrand,04-Jul-13,,
155901,Barringtonia asiatica,Lecythidaceae,Ericales,204. Fusion of perianth (C1),Tsou 1994 (MemNYBotGard),,0,,,corolla,Maria von Balthazar,14-Jul-14,Maria von Balthazar,14-Jul-14
155902,Barringtonia asiatica,Lecythidaceae,Ericales,204. Fusion of perianth (C1),Tsou 1994 (MemNYBotGard),,1,,,calyx,Maria von Balthazar,14-Jul-14,,
120927,Barringtonia asiatica,Lecythidaceae,Ericales,207. Symmetry of perianth (D1),Flora of China 2013 (website),207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),,,,,Stefan Löfstrand,04-Jul-13,,
120902,Barringtonia asiatica,Lecythidaceae,Ericales,230. Perianth phyllotaxy (D1),Flora of China 2013 (website),230. Perianth phyllotaxy (D1): (0) whorled,,,,,Stefan Löfstrand,04-Jul-13,,
120904,Barringtonia asiatica,Lecythidaceae,Ericales,231. Number of perianth whorls (C1),Flora of China 2013 (website),,2,,,,Stefan Löfstrand,04-Jul-13,,
120909,Barringtonia asiatica,Lecythidaceae,Ericales,232. Perianth merism (C1),Flora of China 2013 (website),,4,,,,Stefan Löfstrand,04-Jul-13,,
120915,Barringtonia asiatica,Lecythidaceae,Ericales,234. Perianth differentiation (D1),Flora of China 2013 (website),"234. Perianth differentiation (D1): (1) marked differentiation, outer sepaloid, inner petaloid",,,,,Stefan Löfstrand,04-Jul-13,,
155909,Barringtonia asiatica,Lecythidaceae,Ericales,301. Number of fertile stamens (C1),Tsou 1994 (MemNYBotGard),,71,,,,Maria von Balthazar,14-Jul-14,,
